ID;USERID;SHOPCOUNT;PRODUCTCOUNT;TOTALCOUNT;TIME;IPCOUNT;BOOTH_ID;SUBINDUSTRY;SUBMARKET;SUBMARKET_1;MARKET_NAME;INDUSTRY_NAME
32420238;01A40131            ;0;2;2;20140812;2;755366;6;1001;1001;一区市场;头饰
32420239;0442499             ;1;1;2;20140812;1;792250;80;1006;1006;四区市场;鞋类
32420240;Y1-0768A            ;2;29;31;20140812;25;807711;143;1008;1008;篁园服装市场;牛仔
32420241;02115261            ;0;2;2;20140812;2;767370;15;1003;1003;二区市场;箱包
32420242;0432624             ;0;4;4;20140812;3;779858;130;1006;1006;四区市场;袜类
32420243;0438576A            ;0;1;1;20140812;1;780064;133;1006;1006;四区市场;帽子
32420244;01A3139             ;0;1;1;20140812;1;756929;6;1001;1001;一区市场;头饰
32420245;01A3750             ;1;1;2;20140812;2;757298;6;1001;1001;一区市场;头饰
32420246;0213095             ;4;33;37;20140812;22;766707;23;1003;1003;二区市场;锁具
32420247;0435895             ;0;1;1;20140812;1;786102;78;1006;1006;四区市场;日用百货
32420248;01A3811B            ;0;2;2;20140812;2;756167;6;1001;1001;一区市场;头饰
32420249;shop_120144         ;0;1;1;20140812;1;200006951;400509;4005;4005;泸州购五区;童装
32420250;0321682             ;0;1;1;20140812;1;764829;107;1004;1004;三区市场;笔墨纸制品
32420251;0210093A            ;0;10;10;20140812;3;764678;14;1003;1003;二区市场;雨披/包装袋
32420252;0216345             ;0;5;5;20140812;2;761324;18;1003;1003;二区市场;五金厨卫
32420253;01A3832B            ;0;1;1;20140812;1;756191;6;1001;1001;一区市场;头饰
32420254;NMnull0290          ;0;4;4;20140812;3;100002377;10668;2002;2002;义乌副食品市场;杂货类
32420255;01AA845             ;1;1;2;20140812;1;758630;1;1001;1001;一区市场;花类
32420257;0451603             ;0;1;1;20140812;1;765034;514;1006;1006;四区市场;服饰
32420258;0215788             ;0;7;7;20140812;4;763529;17;1003;1003;二区市场;五金工具/配件
32420259;01A3215             ;0;6;6;20140812;2;755326;6;1001;1001;一区市场;头饰
32420260;0436206B            ;1;3;4;20140812;3;783062;78;1006;1006;四区市场;日用百货
32420261;0325120             ;0;4;4;20140812;3;769314;68;1004;1004;三区市场;办公学习用品
32420262;0431039             ;0;2;2;20140812;2;779004;130;1006;1006;四区市场;袜类
32420263;0219079             ;0;1;1;20140812;1;762231;28;1003;1003;二区市场;香港馆
32420264;0434427A1           ;0;1;1;20140812;1;785549;78;1006;1006;四区市场;日用百货
32420265;01A3007B            ;0;2;2;20140812;2;756993;6;1001;1001;一区市场;头饰
32420267;0218045             ;12;59;71;20140812;23;761168;20;1003;1003;二区市场;电讯器材
32420268;0434274             ;2;12;14;20140812;10;798798;78;1006;1006;四区市场;日用百货
32420269;0430485             ;0;2;2;20140812;2;782139;130;1006;1006;四区市场;袜类
32420270;shop_104166         ;5;4;9;20140812;5;756817;1;1001;1001;一区市场;花类
32420271;0321255B            ;0;2;2;20140812;2;768378;107;1004;1004;三区市场;笔墨纸制品
32420272;Y3-0243A            ;0;1;1;20140812;1;805881;144;1008;1008;篁园服装市场;女装
32420273;0324692B            ;0;8;8;20140812;8;776968;68;1004;1004;三区市场;办公学习用品
32420274;Y1-0283A            ;0;2;2;20140812;2;803799;143;1008;1008;篁园服装市场;牛仔
32420275;01A8201A            ;4;3;7;20140812;5;750552;13;1001;1001;一区市场;旅游工艺
32420276;01A4990             ;0;3;3;20140812;3;754903;7;1001;1001;一区市场;珠宝首饰
32420277;0432188A            ;0;1;1;20140812;1;782838;130;1006;1006;四区市场;袜类
32420278;Y4-0787A            ;1;1;2;20140812;2;808820;149;1008;1008;篁园服装市场;羊毛衫
32420279;0210728             ;1;1;2;20140812;2;774649;15;1003;1003;二区市场;箱包
32420280;01A44041            ;0;2;2;20140812;2;749961;7;1001;1001;一区市场;珠宝首饰
32420281;0434620B            ;0;3;3;20140812;3;789866;78;1006;1006;四区市场;日用百货
32420282;shop_96359          ;3;28;31;20140812;18;784482;78;1006;1006;四区市场;日用百货
32420283;0450348             ;0;9;9;20140812;9;768234;518;1006;1006;四区市场;日用百货
32420284;0210428             ;1;3;4;20140812;4;759754;14;1003;1003;二区市场;雨披/包装袋
32420285;0436708             ;4;16;20;20140812;6;791863;78;1006;1006;四区市场;日用百货
32420286;01A7991             ;7;35;42;20140812;24;750544;12;1001;1001;一区市场;瓷器水晶
32420287;0215360B            ;0;2;2;20140812;2;762418;17;1003;1003;二区市场;五金工具/配件
32420288;02163402            ;0;1;1;20140812;1;768047;18;1003;1003;二区市场;五金厨卫
32420289;0562366             ;7;49;56;20140812;28;799595;63;1007;1007;五区市场;床上用品
32420290;01A7604             ;7;22;29;20140812;8;786390;88;1006;1006;四区市场;围巾
32420291;0324229             ;0;16;16;20140812;10;769247;68;1004;1004;三区市场;办公学习用品
32420292;0434200             ;3;10;13;20140812;11;784212;78;1006;1006;四区市场;日用百货
32420293;0436316A            ;0;3;3;20140812;3;786066;78;1006;1006;四区市场;日用百货
32420294;0568405             ;1;12;13;20140812;12;811674;146;1007;1007;五区市场;汽车用品
32420295;0217263             ;1;5;6;20140812;5;764319;19;1003;1003;二区市场;小家电
32420296;0215691             ;0;3;3;20140812;3;774015;17;1003;1003;二区市场;五金工具/配件
32420298;01A3328A            ;0;2;2;20140812;2;750305;6;1001;1001;一区市场;头饰
32420299;0570713             ;2;42;44;20140812;30;100005134;600;1007;1007;五区市场;网商服务
32420300;0431342             ;0;2;2;20140812;1;775096;130;1006;1006;四区市场;袜类
32420301;0430367A            ;0;2;2;20140812;2;780973;130;1006;1006;四区市场;袜类
32420302;01A6873B            ;0;5;5;20140812;5;757527;9;1001;1001;一区市场;装饰工艺
32420303;shop_99041          ;0;4;4;20140812;1;759443;24;1003;1003;二区市场;伞具
32420304;shop_119231         ;1;45;46;20140812;24;770966;503;1004;1004;三区市场;生产企业直销中心-文化体育
32420305;01A9353             ;0;13;13;20140812;9;749363;505;1001;1001;一区市场;生产企业直销中心(玩具·花类·饰品及配件·工艺品)
32420306;0436348             ;2;44;46;20140812;19;777802;78;1006;1006;四区市场;日用百货
32420307;0210445B            ;0;2;2;20140812;1;759761;14;1003;1003;二区市场;雨披/包装袋
32420308;0211609             ;1;1;2;20140812;2;761757;15;1003;1003;二区市场;箱包
32420309;01A3812A            ;0;2;2;20140812;2;756168;6;1001;1001;一区市场;头饰
32420310;0325165A            ;4;2;6;20140812;3;767868;68;1004;1004;三区市场;办公学习用品
32420311;0430640A            ;0;1;1;20140812;1;796606;86;1006;1006;四区市场;文胸内衣
32420312;0562610             ;0;1;1;20140812;1;802257;63;1007;1007;五区市场;床上用品
32420313;01A2749B            ;0;4;4;20140812;3;757090;115;1001;1001;一区市场;玩具
32420314;01A7112B            ;1;4;5;20140812;2;752920;9;1001;1001;一区市场;装饰工艺
32420315;Y2-0544A            ;1;7;8;20140812;7;803601;142;1008;1008;篁园服装市场;男装
32420316;shop_112981         ;0;2;2;20140812;2;760232;115;1001;1001;一区市场;玩具
32420317;shop_104761         ;0;3;3;20140812;1;757584;9;1001;1001;一区市场;装饰工艺
32420318;0328711             ;0;2;2;20140812;2;772644;503;1004;1004;三区市场;生产企业直销中心-文化体育
32420319;01A5619B            ;0;2;2;20140812;1;749692;7;1001;1001;一区市场;珠宝首饰
32420320;01A7279             ;3;1;4;20140812;2;751495;9;1001;1001;一区市场;装饰工艺
32420321;0450627             ;0;3;3;20140812;3;813875;514;1006;1006;四区市场;服饰
32420322;0446251B            ;0;1;1;20140812;1;798404;131;1006;1006;四区市场;皮带/配件
32420323;0435300             ;0;4;4;20140812;4;785882;78;1006;1006;四区市场;日用百货
32420324;0324125B            ;0;1;1;20140812;1;775813;68;1004;1004;三区市场;办公学习用品
32420325;0437626             ;0;2;2;20140812;1;785780;78;1006;1006;四区市场;日用百货
32420326;01A1830             ;1;15;16;20140812;16;757630;115;1001;1001;一区市场;玩具
32420327;0441064A            ;0;2;2;20140812;1;790422;74;1006;1006;四区市场;线带
32420328;01A6792B            ;0;3;3;20140812;1;759831;9;1001;1001;一区市场;装饰工艺
32420329;01A35421            ;0;2;2;20140812;2;754463;6;1001;1001;一区市场;头饰
32420330;0322377B            ;0;1;1;20140812;1;772115;107;1004;1004;三区市场;笔墨纸制品
32420331;shop_99110          ;2;1;3;20140812;2;100006309;183;1007;1007;五区市场;其他进口商品
32420332;0434370A1           ;1;12;13;20140812;9;788742;78;1006;1006;四区市场;日用百货
32420333;01A7339A            ;2;1;3;20140812;3;753241;9;1001;1001;一区市场;装饰工艺
32420334;0216868             ;0;6;6;20140812;6;813092;19;1003;1003;二区市场;小家电
32420335;01A3476             ;0;1;1;20140812;1;750187;6;1001;1001;一区市场;头饰
32420336;0443846             ;0;4;4;20140812;2;788551;80;1006;1006;四区市场;鞋类
32420337;01A8312             ;0;4;4;20140812;2;749578;11;1001;1001;一区市场;相框
32420338;shop_113571         ;3;1;4;20140812;4;100008171;522;1007;1007;五区市场;小商品配送
32420339;Y2-0163             ;0;1;1;20140812;1;807812;142;1008;1008;篁园服装市场;男装
32420340;01A6016A            ;0;1;1;20140812;1;754366;9;1001;1001;一区市场;装饰工艺
32420341;shop_110215         ;0;2;2;20140812;2;755606;7;1001;1001;一区市场;珠宝首饰
32420342;0218418             ;1;1;2;20140812;2;759154;22;1003;1003;二区市场;钟表
32420343;04411601            ;0;1;1;20140812;1;791806;74;1006;1006;四区市场;线带
32420344;Y2-0060             ;0;1;1;20140812;1;803334;142;1008;1008;篁园服装市场;男装
32420345;0322416             ;13;57;70;20140812;48;771565;107;1004;1004;三区市场;笔墨纸制品
32420346;0437854A1           ;0;4;4;20140812;4;785746;134;1006;1006;四区市场;手套
32420347;01A2484             ;1;3;4;20140812;4;755279;115;1001;1001;一区市场;玩具
32420348;0430360B            ;2;2;4;20140812;3;780965;130;1006;1006;四区市场;袜类
32420349;0219106             ;0;2;2;20140812;2;765678;28;1003;1003;二区市场;香港馆
32420350;01A6705             ;0;1;1;20140812;1;751255;9;1001;1001;一区市场;装饰工艺
32420351;0210743A            ;0;1;1;20140812;1;761027;15;1003;1003;二区市场;箱包
32420352;01A2245             ;2;4;6;20140812;5;757104;115;1001;1001;一区市场;玩具
32420353;0321724A2           ;0;16;16;20140812;15;771675;107;1004;1004;三区市场;笔墨纸制品
32420354;0210121A            ;1;2;3;20140812;3;763446;24;1003;1003;二区市场;伞具
32420355;0448394A            ;3;2;5;20140812;2;791396;86;1006;1006;四区市场;文胸内衣
32420356;0326379             ;2;7;9;20140812;7;771850;109;1004;1004;三区市场;化妆品配件
32420357;0565313             ;0;2;2;20140812;2;799546;151;1007;1007;五区市场;针纺布类
32420358;0217245             ;2;1;3;20140812;3;762622;19;1003;1003;二区市场;小家电
32420359;0217333             ;0;1;1;20140812;1;760743;19;1003;1003;二区市场;小家电
32420360;0435889             ;0;2;2;20140812;1;784757;78;1006;1006;四区市场;日用百货
32420361;01A4902             ;3;4;7;20140812;5;756925;7;1001;1001;一区市场;珠宝首饰
32420362;0440401             ;0;2;2;20140812;2;787523;74;1006;1006;四区市场;线带
32420363;0321119             ;0;1;1;20140812;1;771211;107;1004;1004;三区市场;笔墨纸制品
32420364;01A4765A            ;0;1;1;20140812;1;758915;7;1001;1001;一区市场;珠宝首饰
32420365;0435301             ;0;1;1;20140812;1;785883;78;1006;1006;四区市场;日用百货
32420366;01A7860A            ;0;11;11;20140812;7;752964;12;1001;1001;一区市场;瓷器水晶
32420367;0213922B1           ;5;9;14;20140812;10;764434;17;1003;1003;二区市场;五金工具/配件
32420368;04352281            ;0;1;1;20140812;1;789893;78;1006;1006;四区市场;日用百货
32420369;01A1906             ;0;1;1;20140812;1;749649;115;1001;1001;一区市场;玩具
32420370;0322782             ;2;22;24;20140812;17;777079;84;1004;1004;三区市场;眼镜
32420371;01A2442B            ;0;1;1;20140812;1;757709;115;1001;1001;一区市场;玩具
32420372;shop_116817         ;0;5;5;20140812;5;767440;78;1006;1006;四区市场;日用百货
32420373;01A3340A            ;0;3;3;20140812;3;749308;6;1001;1001;一区市场;头饰
32420374;0325325             ;9;43;52;20140812;35;780677;102;1004;1004;三区市场;文化体育用品
32420375;01A1456             ;0;2;2;20140812;2;751413;115;1001;1001;一区市场;玩具
32420376;0217670             ;0;1;1;20140812;1;765816;20;1003;1003;二区市场;电讯器材
32420377;0448366             ;1;1;2;20140812;1;798543;86;1006;1006;四区市场;文胸内衣
32420378;01A7586A            ;2;4;6;20140812;5;751997;9;1001;1001;一区市场;装饰工艺
32420379;0216740             ;0;19;19;20140812;6;768221;19;1003;1003;二区市场;小家电
32420380;04315861            ;0;2;2;20140812;2;784001;130;1006;1006;四区市场;袜类
32420381;0213378             ;0;3;3;20140812;3;763558;23;1003;1003;二区市场;锁具
32420382;0210420A            ;0;2;2;20140812;1;766388;14;1003;1003;二区市场;雨披/包装袋
32420383;01A6511B            ;0;1;1;20140812;1;751374;9;1001;1001;一区市场;装饰工艺
32420384;0432610B            ;2;2;4;20140812;3;769288;130;1006;1006;四区市场;袜类
32420385;0443080A            ;0;1;1;20140812;1;790749;80;1006;1006;四区市场;鞋类
