ID;USERID;SHOPCOUNT;PRODUCTCOUNT;TOTALCOUNT;TIME;IPCOUNT
32418592;01AA800B            ;0;4;4;20140812;4
32418593;01A36862            ;0;1;1;20140812;1
32418594;0210207B            ;0;1;1;20140812;1
32418595;0215407B            ;0;1;1;20140812;1
32418596;shop_96519          ;4;1;5;20140812;4
32418597;Y2-1047             ;0;1;1;20140812;1
32418598;shop_113461         ;0;3;3;20140812;1
32418599;0210090B            ;0;1;1;20140812;1
32418600;0445339             ;0;1;1;20140812;1
32418601;0441222             ;0;1;1;20140812;1
32418602;01A5093             ;0;1;1;20140812;1
32418603;0434883             ;0;5;5;20140812;5
32418604;01A5824             ;0;1;1;20140812;1
32418605;Y4-0604A            ;1;1;2;20140812;2
32418606;01AA289             ;1;3;4;20140812;3
32418607;01A4445B            ;0;2;2;20140812;2
32418608;01A5005B            ;0;1;1;20140812;1
32418609;0321978             ;2;4;6;20140812;3
32418610;0218278B            ;2;2;4;20140812;2
32418611;0435904             ;0;1;1;20140812;1
32418612;0440366B            ;0;1;1;20140812;1
32418613;0437203A            ;2;3;5;20140812;4
32418614;shop_110569         ;0;1;1;20140812;1
32418615;01A5351             ;0;1;1;20140812;1
32418616;0213373             ;3;9;12;20140812;7
32418617;Y1-0043             ;0;1;1;20140812;1
32418618;01A4947B            ;0;1;1;20140812;1
32418619;01A4613A            ;0;1;1;20140812;1
32418620;0211711A            ;0;4;4;20140812;3
32418621;01AA5071            ;1;1;2;20140812;2
32418622;shop_100149         ;0;1;1;20140812;1
32418623;0448341             ;0;5;5;20140812;5
32418624;0210201B            ;1;4;5;20140812;2
32418625;0325565             ;1;3;4;20140812;4
32418626;0219457             ;3;6;9;20140812;8
32418627;01A3703A            ;0;1;1;20140812;1
32418628;01A4630B            ;2;1;3;20140812;1
32418629;Y4-0721A            ;0;2;2;20140812;2
32418630;shop_110859         ;0;1;1;20140812;1
32418631;01A4220A            ;1;2;3;20140812;3
32418632;shop_104125         ;0;1;1;20140812;1
32418633;0442220             ;0;1;1;20140812;1
32418634;0450100             ;1;3;4;20140812;2
32418635;01AAA45A            ;0;2;2;20140812;2
32418636;0569256             ;0;1;1;20140812;1
32418637;01A4889B            ;0;2;2;20140812;2
32418638;0446355             ;0;2;2;20140812;2
32418639;0325807A            ;0;1;1;20140812;1
32418640;Y1-0507A            ;0;2;2;20140812;2
32418641;01A2145             ;2;1;3;20140812;3
32418642;shop_100911         ;0;1;1;20140812;1
32418643;0442825             ;0;2;2;20140812;2
32418644;0322533             ;1;4;5;20140812;4
32418645;04405621            ;0;1;1;20140812;1
32418646;shop_96627          ;0;1;1;20140812;1
32418647;0327825             ;1;1;2;20140812;2
32418648;shop_113570         ;1;3;4;20140812;4
32418649;0210722A1           ;0;2;2;20140812;2
32418650;0432522A            ;0;1;1;20140812;1
32418651;01AA968             ;0;2;2;20140812;2
32418652;0448715             ;0;1;1;20140812;1
32418653;shop_100195         ;0;1;1;20140812;1
32418654;shop_99378          ;0;2;2;20140812;2
32418655;01A5368B            ;0;3;3;20140812;3
32418656;0212490             ;0;2;2;20140812;2
32418657;0322453A            ;1;1;2;20140812;2
32418658;01A2664A            ;8;5;13;20140812;8
32418659;01A52111            ;0;1;1;20140812;1
32418660;0443647A            ;2;1;3;20140812;3
32418661;0438038B            ;0;1;1;20140812;1
32418662;0442265             ;0;2;2;20140812;1
32418663;01A5602             ;0;1;1;20140812;1
32418664;Y2-0364A            ;0;1;1;20140812;1
32418665;shop_108987         ;0;1;1;20140812;1
32418666;0443833             ;0;1;1;20140812;1
32418667;0437860B            ;0;1;1;20140812;1
32418668;0434228             ;0;1;1;20140812;1
32418669;shop_96611          ;0;1;1;20140812;1
32418670;0445951             ;0;8;8;20140812;8
32418671;0210052B            ;0;1;1;20140812;1
32418672;01A7761             ;0;1;1;20140812;1
32418673;01A2299             ;0;1;1;20140812;1
32418674;0449014B            ;0;1;1;20140812;1
32418675;0450141             ;0;3;3;20140812;3
32418676;shop_109863         ;0;1;1;20140812;1
32418677;0450883             ;0;2;2;20140812;1
32418678;Y3-0900             ;0;1;1;20140812;1
32418679;0561438             ;0;1;1;20140812;1
32418680;Y5-0005             ;0;2;2;20140812;2
32418681;01A8666             ;0;1;1;20140812;1
32418682;0566070             ;0;1;1;20140812;1
32418683;0561496             ;0;1;1;20140812;1
32418684;0445603             ;1;2;3;20140812;2
32418685;01A4243A            ;1;1;2;20140812;2
32418686;shop_100305         ;0;2;2;20140812;1
32418687;0442105B            ;0;1;1;20140812;1
32418688;01A52721            ;0;1;1;20140812;1
32418689;0214360B            ;0;2;2;20140812;2
32418690;0447312B            ;0;1;1;20140812;1
32418691;0216878A            ;0;3;3;20140812;3
32418692;01A7216B            ;0;2;2;20140812;2
32418693;shop_100178         ;0;1;1;20140812;1
32418694;0441142             ;0;3;3;20140812;3
32418695;shop_101495         ;0;1;1;20140812;1
32418696;0447578B            ;0;1;1;20140812;1
32418697;shop_116503         ;1;1;2;20140812;2
32418698;0441962A            ;2;6;8;20140812;7
32418699;0213502             ;0;2;2;20140812;2
32418700;01AA909             ;0;2;2;20140812;2
32418701;0440795             ;1;2;3;20140812;3
32418702;0213837             ;0;2;2;20140812;2
32418703;0327208A            ;1;2;3;20140812;3
32418704;shop_112692         ;1;4;5;20140812;3
32418705;0216413             ;1;1;2;20140812;2
32418706;0562885             ;0;2;2;20140812;2
32418707;0448968             ;0;1;1;20140812;1
32418708;0219595             ;2;3;5;20140812;3
32418709;0326065             ;0;2;2;20140812;2
32418710;01A2239             ;0;2;2;20140812;2
32418711;01A9252             ;1;21;22;20140812;12
32418712;Y2-0024A            ;0;1;1;20140812;1
32418713;0214219A            ;0;1;1;20140812;1
32418714;0216953             ;1;4;5;20140812;3
32418715;01A4692B            ;0;1;1;20140812;1
32418716;01A7560             ;0;1;1;20140812;1
32418717;01A5014             ;0;1;1;20140812;1
32418718;0329070             ;1;4;5;20140812;3
32418719;01A1915             ;1;1;2;20140812;1
32418720;01A7805             ;1;1;2;20140812;2
32418721;0216177             ;0;1;1;20140812;1
32418722;01A9159             ;0;3;3;20140812;3
32418723;0327352             ;0;3;3;20140812;2
32418724;0327576             ;1;1;2;20140812;2
32418725;0448611             ;0;1;1;20140812;1
32418726;0446505             ;0;1;1;20140812;1
32418727;0324381             ;1;1;2;20140812;2
32418728;Y2-0230A            ;0;1;1;20140812;1
32418729;01A2616B            ;2;1;3;20140812;2
32418730;0214633             ;2;11;13;20140812;12
32418731;Y3-0886A            ;1;1;2;20140812;2
32418732;0437391A            ;0;1;1;20140812;1
32418733;shop_121002         ;1;4;5;20140812;5
32418734;0432038             ;1;1;2;20140812;2
32418735;shop_98725          ;0;1;1;20140812;1
32418736;0325057A            ;0;1;1;20140812;1
32418737;shop_114029         ;0;3;3;20140812;1
32418738;0326330A            ;2;7;9;20140812;5
32418739;01A9370             ;0;1;1;20140812;1
32418740;0449210A            ;5;17;22;20140812;11
32418741;0322680A            ;0;1;1;20140812;1
32418742;01A4989B            ;0;2;2;20140812;2
32418743;0211837             ;0;1;1;20140812;1
32418744;0326549             ;0;3;3;20140812;3
32418745;0213751A            ;0;1;1;20140812;1
32418746;0565096             ;0;1;1;20140812;1
32418747;01A5453B1           ;1;2;3;20140812;3
32418748;0560584             ;1;1;2;20140812;1
32418749;0219300             ;3;3;6;20140812;3
32418750;0218212A            ;0;3;3;20140812;3
32418751;0562851             ;0;1;1;20140812;1
32418752;01A5901             ;0;2;2;20140812;2
32418753;0326724             ;0;2;2;20140812;1
32418754;Y4-0562             ;0;2;2;20140812;2
32418755;0432149B            ;0;2;2;20140812;2
32418756;0447549             ;0;1;1;20140812;1
32418757;Y1-0245B            ;0;1;1;20140812;1
32418758;0216348A            ;0;1;1;20140812;1
32418759;0216960B            ;0;4;4;20140812;4
32418760;0325522             ;0;1;1;20140812;1
32418761;0322619             ;3;20;23;20140812;13
32418762;0325352B            ;0;2;2;20140812;2
32418763;Y1-0225             ;0;1;1;20140812;1
32418764;0329362             ;2;3;5;20140812;5
32418765;Y3-0389             ;1;1;2;20140812;2
32418766;0440455             ;0;3;3;20140812;3
32418767;0435912B            ;1;3;4;20140812;3
32418768;0210855             ;3;17;20;20140812;13
32418769;0216183             ;1;5;6;20140812;4
32418770;0442538A            ;0;1;1;20140812;1
32418771;0568731             ;0;1;1;20140812;1
32418772;0217140A            ;0;2;2;20140812;2
32418773;shop_111832         ;0;1;1;20140812;1
32418774;Y4-0259A1           ;0;3;3;20140812;3
32418775;0321612             ;0;1;1;20140812;1
32418776;01A6648B            ;1;8;9;20140812;8
32418777;0215397             ;2;2;4;20140812;2
32418778;0446678B            ;0;1;1;20140812;1
32418779;01A5579B            ;0;1;1;20140812;1
32418780;0436155A            ;0;1;1;20140812;1
32418781;0327822B            ;0;1;1;20140812;1
32418782;01A85371            ;2;2;4;20140812;4
32418783;0323847             ;0;2;2;20140812;2
32418784;0437235A            ;0;1;1;20140812;1
32418785;0215259A            ;5;1;6;20140812;2
32418786;01A9349             ;2;1;3;20140812;3
32418787;0569178B            ;0;1;1;20140812;1
32418788;0450852             ;0;1;1;20140812;1
32418789;0325856             ;1;3;4;20140812;4
32418790;0449443             ;0;1;1;20140812;1
32418791;0214365B            ;1;1;2;20140812;2
32418792;0327432             ;2;1;3;20140812;3
32418793;shop_96254          ;0;1;1;20140812;1
32418794;01AA661A            ;0;2;2;20140812;2
32418795;0328211             ;1;1;2;20140812;2
32418796;01A2908A            ;0;2;2;20140812;2
32418797;01A5147B            ;0;2;2;20140812;2
32418798;0441919             ;0;1;1;20140812;1
32418799;shop_115182         ;0;15;15;20140812;5
32418800;0436204             ;2;2;4;20140812;4
32418801;0218657             ;3;1;4;20140812;4
32418802;shop_104427         ;0;1;1;20140812;1
32418803;0326917B            ;0;2;2;20140812;2
32418804;0213861             ;0;3;3;20140812;3
32418805;0442181A            ;1;1;2;20140812;2
32418806;shop_121720         ;0;3;3;20140812;3
32418807;0438741             ;0;1;1;20140812;1
32418808;0211817B            ;0;2;2;20140812;2
32418809;0322797             ;0;1;1;20140812;1
32418810;0436179A            ;0;1;1;20140812;1
32418811;031098              ;0;1;1;20140812;1
32418812;0321817A            ;0;1;1;20140812;1
32418813;0445974             ;0;1;1;20140812;1
32418814;01A5198B            ;0;1;1;20140812;1
32418815;Y1-0004B            ;0;1;1;20140812;1
32418816;01A3032             ;0;2;2;20140812;2
32418817;01A1586             ;0;1;1;20140812;1
32418818;shop_108013         ;0;1;1;20140812;1
32418819;0569247B            ;0;1;1;20140812;1
32418820;company_107545      ;0;3;3;20140812;3
32418821;shop_115589         ;1;3;4;20140812;4
32418822;01A2488A            ;0;2;2;20140812;2
32418823;0569253             ;0;1;1;20140812;1
32418824;0436834             ;0;2;2;20140812;2
32418825;0216516             ;0;1;1;20140812;1
32418826;0443224             ;0;1;1;20140812;1
32418827;0211404             ;0;1;1;20140812;1
32418828;0211263B            ;1;3;4;20140812;4
32418829;0215729             ;0;1;1;20140812;1
32418830;shop_109649         ;0;1;1;20140812;1
32418831;01A54631            ;0;1;1;20140812;1
32418832;01A4473             ;0;3;3;20140812;3
32418833;shop_98182          ;0;1;1;20140812;1
32418834;shop_112241         ;0;1;1;20140812;1
32418835;0210970B            ;0;1;1;20140812;1
32418836;0322454A            ;0;1;1;20140812;1
32418837;0435908B            ;0;1;1;20140812;1
32418838;shop_98375          ;0;1;1;20140812;1
32418839;0432627A            ;2;3;5;20140812;4
32418840;01A2495             ;4;2;6;20140812;3
32418841;shop_109666         ;0;4;4;20140812;4
32418842;0219958             ;1;19;20;20140812;14
32418843;shop_124857         ;0;5;5;20140812;4
32418844;0451550             ;1;1;2;20140812;2
32418845;0327706             ;1;5;6;20140812;6
32418846;shop_97181          ;0;1;1;20140812;1
32418847;01A2182A            ;1;4;5;20140812;4
32418848;0431536             ;1;1;2;20140812;2
32418849;0213606             ;0;1;1;20140812;1
32418850;03A1223A            ;0;14;14;20140812;10
32418851;0443140A            ;1;5;6;20140812;5
32418852;0213818             ;0;1;1;20140812;1
32418853;01AA288A            ;0;2;2;20140812;2
32418854;0444404             ;1;3;4;20140812;2
32418855;01A3107             ;6;4;10;20140812;7
32418856;shop_116765         ;0;4;4;20140812;4
32418857;0213216             ;0;1;1;20140812;1
32418858;01A1742A            ;0;2;2;20140812;2
32418859;01A5731B1           ;0;2;2;20140812;2
32418860;0213011             ;0;1;1;20140812;1
32418861;Y4-0399A            ;0;2;2;20140812;2
32418862;0435045A            ;0;1;1;20140812;1
32418863;0217243             ;1;1;2;20140812;1
32418864;0430381A            ;0;1;1;20140812;1
32418865;02173251            ;0;2;2;20140812;2
32418866;01F1-055            ;0;3;3;20140812;3
32418867;shop_121956         ;0;1;1;20140812;1
32418868;0430549B            ;0;2;2;20140812;1
32418869;0214574             ;0;2;2;20140812;2
32418870;Y3-0633A3           ;0;2;2;20140812;2
32418871;shop_105105         ;1;1;2;20140812;2
32418872;0328367-2A          ;1;1;2;20140812;2
32418873;01A1924             ;1;2;3;20140812;3
32418874;0430435             ;1;1;2;20140812;2
32418875;shop_124832         ;0;1;1;20140812;1
32418876;0432981B            ;0;1;1;20140812;1
32418877;shop_110610         ;2;1;3;20140812;3
32418878;01A6183A            ;1;2;3;20140812;3
32418879;03222472            ;0;1;1;20140812;1
32418880;0437176             ;1;2;3;20140812;2
32418881;0328346             ;1;2;3;20140812;3
32418882;Y5-0766A            ;4;2;6;20140812;5
32418883;0218456             ;2;1;3;20140812;1
32418884;shop_102448         ;0;3;3;20140812;2
32418885;0219544A            ;1;1;2;20140812;2
32418886;0444390             ;1;5;6;20140812;5
32418887;01AA446             ;0;2;2;20140812;2
32418888;0560670             ;1;1;2;20140812;2
32418889;01A2454B            ;0;1;1;20140812;1
32418890;0562027             ;0;1;1;20140812;1
32418891;Y5-0548A            ;1;1;2;20140812;2
32418892;01A7849             ;0;3;3;20140812;3
32418893;0215764             ;1;1;2;20140812;2
32418894;0324252B            ;0;2;2;20140812;2
32418895;01A6031             ;0;1;1;20140812;1
32418896;Y4-0097A            ;0;1;1;20140812;1
32418897;01A8806             ;0;1;1;20140812;1
32418898;0562182             ;0;1;1;20140812;1
32418899;0214974             ;0;1;1;20140812;1
32418900;0214126B            ;0;2;2;20140812;2
32418901;Y2-0335A            ;0;1;1;20140812;1
32418902;01A5543A            ;0;2;2;20140812;1
32418903;Y2-0753A            ;0;1;1;20140812;1
32418904;0326533A            ;0;1;1;20140812;1
32418905;0218447             ;1;1;2;20140812;2
32418906;shop_119712         ;0;1;1;20140812;1
32418907;01A2784A            ;1;1;2;20140812;2
32418908;0440190A            ;0;1;1;20140812;1
32418909;0321662B            ;1;1;2;20140812;2
32418910;0216879B            ;0;1;1;20140812;1
32418911;0442724A            ;4;3;7;20140812;3
32418912;0214594B            ;0;1;1;20140812;1
32418913;01A6360             ;0;2;2;20140812;2
32418914;0218617             ;2;1;3;20140812;3
32418915;01A20211            ;0;1;1;20140812;1
32418916;0328238             ;1;1;2;20140812;2
32418917;01A2071             ;1;3;4;20140812;4
32418918;0442360             ;1;3;4;20140812;3
32418919;0321177A            ;0;1;1;20140812;1
32418920;0328051             ;1;2;3;20140812;2
32418921;01A2998B            ;0;1;1;20140812;1
32418922;0329303             ;1;3;4;20140812;4
32418923;Y2-0250A            ;1;2;3;20140812;3
32418924;0431647A            ;0;1;1;20140812;1
32418925;0327537             ;1;1;2;20140812;2
32418926;01A3373             ;0;1;1;20140812;1
32418927;0440600A            ;0;1;1;20140812;1
32418928;0327871             ;1;1;2;20140812;2
32418929;0437521B            ;0;2;2;20140812;2
32418930;0321530B            ;0;2;2;20140812;2
32418931;0447976B            ;1;6;7;20140812;4
32418932;Y5-0254B            ;0;1;1;20140812;1
32418933;01A3263             ;0;2;2;20140812;2
32418934;0213871A            ;1;1;2;20140812;2
32418935;0446193B            ;0;1;1;20140812;1
32418936;0325826-2           ;1;1;2;20140812;2
32418937;0440508             ;1;1;2;20140812;2
32418938;shop_106063         ;0;1;1;20140812;1
32418939;01A8907             ;0;1;1;20140812;1
32418940;0435494             ;0;1;1;20140812;1
32418941;0217968             ;0;1;1;20140812;1
32418942;0442953A            ;1;1;2;20140812;2
32418943;0435858A            ;1;2;3;20140812;3
32418944;0434748A            ;0;1;1;20140812;1
32418945;01A7247             ;1;1;2;20140812;2
32418946;01A1285B            ;1;2;3;20140812;3
32418947;shop_126401         ;1;3;4;20140812;3
32418948;0562177             ;0;2;2;20140812;2
32418949;01A1921             ;2;1;3;20140812;2
32418950;0214350             ;0;1;1;20140812;1
32418951;0432755A            ;0;1;1;20140812;1
32418952;01A5770A            ;1;2;3;20140812;3
32418953;Y4-0050A            ;0;1;1;20140812;1
32418954;01A6669B            ;0;2;2;20140812;2
32418955;shop_127865         ;0;1;1;20140812;1
32418956;shop_128041         ;4;3;7;20140812;6
32418957;0324714A            ;2;2;4;20140812;3
32418958;0215670             ;3;1;4;20140812;4
32418959;01A4888A            ;0;1;1;20140812;1
32418960;01A3190B            ;0;1;1;20140812;1
32418961;01A1258B            ;0;2;2;20140812;2
32418962;shop_107971         ;0;1;1;20140812;1
32418963;01A8804             ;0;1;1;20140812;1
32418964;0326404             ;0;1;1;20140812;1
32418965;0450817             ;0;1;1;20140812;1
32418966;0210127             ;1;1;2;20140812;2
32418967;0210829             ;0;5;5;20140812;2
32418968;0450618             ;0;2;2;20140812;2
32418969;01A2566             ;1;3;4;20140812;4
32418970;0217948             ;2;3;5;20140812;5
32418971;0436304             ;0;1;1;20140812;1
32418972;0435258             ;0;1;1;20140812;1
32418973;shop_102905         ;1;1;2;20140812;2
32418974;01A40361            ;0;1;1;20140812;1
32418975;0443484A            ;0;1;1;20140812;1
32418976;shop_113501         ;0;1;1;20140812;1
32418977;01A6755             ;0;1;1;20140812;1
32418978;0212457             ;0;1;1;20140812;1
32418979;0213807             ;0;1;1;20140812;1
32418980;0446265             ;0;2;2;20140812;2
32418981;0438155A            ;0;2;2;20140812;1
32418982;Y4-0026B            ;0;1;1;20140812;1
32418983;0212270             ;0;1;1;20140812;1
32418984;01A1820             ;1;2;3;20140812;3
32418985;01A4345A            ;0;1;1;20140812;1
32418986;0438482             ;0;2;2;20140812;2
32418987;0325724             ;0;1;1;20140812;1
32418988;0437758A            ;0;3;3;20140812;3
32418989;shop_102377         ;0;1;1;20140812;1
32418990;0448364             ;0;2;2;20140812;2
32418991;0219095             ;0;3;3;20140812;3
32418992;0437370A            ;0;1;1;20140812;1
32418993;0321221             ;0;1;1;20140812;1
32418994;01A3973             ;0;1;1;20140812;1
32418995;Y3-0238A            ;0;2;2;20140812;2
32418996;0215347B            ;0;1;1;20140812;1
32418997;0324174             ;0;1;1;20140812;1
32418998;0218291             ;0;3;3;20140812;3
32418999;0211310             ;0;1;1;20140812;1
32419000;01A34262            ;2;1;3;20140812;2
32419001;01A3735             ;0;1;1;20140812;1
32419002;01A2157             ;3;1;4;20140812;4
32419003;shop_111573         ;0;1;1;20140812;1
32419004;01A29051            ;3;4;7;20140812;6
32419005;shop_122991         ;0;1;1;20140812;1
32419006;0328604             ;1;2;3;20140812;3
32419007;01A59902            ;1;3;4;20140812;4
32419008;0326690             ;0;1;1;20140812;1
32419009;01A5700             ;0;1;1;20140812;1
32419010;0438039A            ;0;1;1;20140812;1
32419011;01A6456A            ;3;1;4;20140812;3
32419012;01A5328             ;0;2;2;20140812;2
32419013;01A59391            ;1;1;2;20140812;2
32419014;01A55481            ;0;1;1;20140812;1
32419015;shop_123326         ;4;3;7;20140812;5
32419016;01A8119A            ;1;1;2;20140812;2
32419017;shop_120291         ;1;2;3;20140812;3
32419018;0321315             ;0;1;1;20140812;1
32419019;shop_121461         ;0;1;1;20140812;1
32419020;01A8282A2           ;0;3;3;20140812;2
32419021;0214235             ;1;1;2;20140812;2
32419022;02103251            ;0;1;1;20140812;1
32419023;0443054             ;0;3;3;20140812;3
32419024;0431805             ;1;1;2;20140812;2
32419025;01A21651            ;0;1;1;20140812;1
32419026;shop_102645         ;2;1;3;20140812;3
32419027;0440121             ;1;1;2;20140812;2
32419028;01A3199             ;0;3;3;20140812;2
32419029;shop_102441         ;1;2;3;20140812;1
32419030;0440438             ;0;1;1;20140812;1
32419031;0562568             ;1;2;3;20140812;3
32419032;0449394B            ;0;1;1;20140812;1
32419033;shop_117011         ;0;1;1;20140812;1
32419034;0323905B            ;0;1;1;20140812;1
32419035;shop_116247         ;0;1;1;20140812;1
32419036;01A3149             ;0;1;1;20140812;1
32419037;01A50841            ;0;2;2;20140812;2
32419038;0215041B            ;0;1;1;20140812;1
32419039;0439347A            ;2;1;3;20140812;3
32419040;0441147A            ;0;1;1;20140812;1
32419041;01A4442             ;0;1;1;20140812;1
32419042;0438091B            ;0;1;1;20140812;1
32419043;01A1073B2           ;0;1;1;20140812;1
32419044;01A7889             ;2;3;5;20140812;5
32419045;01A1656             ;1;1;2;20140812;2
32419046;0448001             ;0;2;2;20140812;2
32419047;0568663             ;1;1;2;20140812;2
32419048;0327707             ;1;1;2;20140812;2
32419049;0436730             ;0;1;1;20140812;1
32419050;0564482A            ;1;1;2;20140812;2
32419051;01A6700             ;0;2;2;20140812;2
32419052;0214561A            ;0;1;1;20140812;1
32419053;0434112             ;0;1;1;20140812;1
32419054;0443016A            ;0;1;1;20140812;1
32419055;0560341             ;0;2;2;20140812;2
32419056;Y1-0304A            ;0;1;1;20140812;1
32419057;0439225             ;0;1;1;20140812;1
32419058;0439373             ;0;1;1;20140812;1
32419059;shop_110083         ;0;2;2;20140812;2
32419060;01A2661A            ;2;2;4;20140812;4
32419061;0210514A            ;0;1;1;20140812;1
32419062;01AA498             ;2;8;10;20140812;6
32419063;0321898A            ;0;1;1;20140812;1
32419064;Y2-1042             ;0;1;1;20140812;1
32419065;0211701             ;0;1;1;20140812;1
32419066;0325622             ;0;4;4;20140812;3
32419067;0211909             ;1;1;2;20140812;2
32419068;01A1732             ;0;2;2;20140812;2
32419069;shop_96662          ;0;1;1;20140812;1
32419070;01AAA90B            ;0;1;1;20140812;1
32419071;01A2731A            ;1;4;5;20140812;4
32419072;0214820B            ;1;1;2;20140812;2
32419073;01A5339A            ;0;2;2;20140812;2
32419074;0215669A            ;0;1;1;20140812;1
32419075;01AA800A            ;0;3;3;20140812;3
32419076;shop_98674          ;0;2;2;20140812;2
32419077;01A87731            ;0;1;1;20140812;1
32419078;shop_117093         ;0;1;1;20140812;1
32419079;shop_101515         ;0;1;1;20140812;1
32419080;0448855A            ;1;1;2;20140812;1
32419081;01A3930             ;0;1;1;20140812;1
32419082;0213519             ;0;1;1;20140812;1
32419083;0444187             ;1;2;3;20140812;2
32419084;0441727             ;0;1;1;20140812;1
32419085;0218345             ;0;1;1;20140812;1
32419086;0327269             ;0;2;2;20140812;2
32419087;0448233             ;0;2;2;20140812;2
32419088;shop_117135         ;1;2;3;20140812;2
32419089;0215310A            ;0;1;1;20140812;1
32419090;shop_111549         ;0;2;2;20140812;2
32419091;shop_114381         ;0;1;1;20140812;1
32419092;0219037-28          ;0;3;3;20140812;2
32419093;01A4655B            ;0;1;1;20140812;1
32419094;01A5344             ;1;2;3;20140812;3
32419095;0441358             ;0;1;1;20140812;1
32419096;0439279A            ;0;1;1;20140812;1
32419097;01A4597             ;0;1;1;20140812;1
32419098;0322463             ;1;1;2;20140812;2
32419099;0323533             ;0;1;1;20140812;1
32419100;0560543             ;1;3;4;20140812;4
32419101;0211409             ;0;1;1;20140812;1
32419102;0438363A            ;0;3;3;20140812;3
32419103;0321936             ;0;1;1;20140812;1
32419104;01A36491            ;0;1;1;20140812;1
32419105;0328710             ;2;4;6;20140812;3
32419106;01A1760             ;1;1;2;20140812;2
32419107;01A1345A            ;0;3;3;20140812;3
32419108;01A3330             ;0;2;2;20140812;2
32419109;Y5-0993             ;0;1;1;20140812;1
32419110;0443493             ;0;2;2;20140812;2
32419111;0435639             ;1;1;2;20140812;2
32419112;0450087             ;1;3;4;20140812;4
32419113;01A1311             ;1;1;2;20140812;2
32419114;01A6253             ;0;3;3;20140812;3
32419115;Y3-0177A            ;0;2;2;20140812;1
32419116;0562264             ;2;1;3;20140812;3
32419117;0212524             ;0;1;1;20140812;1
32419118;01A86451            ;0;2;2;20140812;2
32419119;0328019             ;1;1;2;20140812;2
32419120;0438613             ;0;1;1;20140812;1
32419121;shop_108577         ;0;1;1;20140812;1
32419122;shop_96767          ;1;3;4;20140812;3
32419123;0216314             ;0;2;2;20140812;2
32419124;0431815             ;1;1;2;20140812;2
32419125;Y5-0653A            ;0;1;1;20140812;1
32419126;0326713A            ;0;1;1;20140812;1
32419127;01A8453             ;1;1;2;20140812;2
32419128;0434874             ;0;1;1;20140812;1
32419129;0436577             ;1;1;2;20140812;2
32419130;0442636             ;0;1;1;20140812;1
32419131;shop_109800         ;0;2;2;20140812;2
32419132;0441514             ;0;1;1;20140812;1
32419133;shop_96387          ;0;1;1;20140812;1
32419134;Y3-0711             ;0;2;2;20140812;1
32419135;0325729             ;0;1;1;20140812;1
32419136;0325349             ;0;2;2;20140812;2
32419137;0438740A            ;1;1;2;20140812;2
32419138;Y3-0667A            ;1;1;2;20140812;2
32419139;0326912             ;0;1;1;20140812;1
32419140;0436707             ;0;1;1;20140812;1
32419141;0448085             ;0;1;1;20140812;1
32419142;0445484             ;0;1;1;20140812;1
32419143;shop_109697         ;0;1;1;20140812;1
32419144;0441224A            ;0;1;1;20140812;1
32419145;0214253B            ;0;1;1;20140812;1
32419146;0562945             ;0;1;1;20140812;1
32419147;01A3482A            ;0;2;2;20140812;2
32419148;Y3-0629A3           ;0;1;1;20140812;1
32419149;0440523B            ;0;1;1;20140812;1
32419150;shop_103464         ;0;1;1;20140812;1
32419151;0216090             ;1;1;2;20140812;1
32419152;Y1-0279A            ;0;1;1;20140812;1
32419153;01A1547A            ;3;4;7;20140812;1
32419154;0435364B            ;1;4;5;20140812;3
32419155;Y4-0310A            ;0;1;1;20140812;1
32419156;Y2-0808A            ;0;1;1;20140812;1
32419157;Y4-0398B            ;0;2;2;20140812;2
32419158;shop_101258         ;1;1;2;20140812;2
32419159;0441933             ;0;1;1;20140812;1
32419160;0443089             ;0;1;1;20140812;1
32419161;0444131             ;0;1;1;20140812;1
32419162;03211661            ;0;2;2;20140812;2
32419163;0430870             ;1;1;2;20140812;2
32419164;0216019             ;0;1;1;20140812;1
32419165;01A7440             ;1;1;2;20140812;1
32419166;0432812A            ;1;2;3;20140812;3
32419167;0213435             ;0;1;1;20140812;1
32419168;0213872             ;0;1;1;20140812;1
32419169;0446404A            ;0;1;1;20140812;1
32419170;0322763             ;0;1;1;20140812;1
32419171;0213873B            ;0;1;1;20140812;1
32419172;shop_100177         ;1;1;2;20140812;2
32419173;Y3-0596             ;0;1;1;20140812;1
32419174;0210720B            ;0;1;1;20140812;1
32419175;0214975             ;0;2;2;20140812;2
32419176;01AA443             ;0;1;1;20140812;1
32419177;04490752            ;0;1;1;20140812;1
32419178;0440153             ;1;1;2;20140812;2
32419179;0324176A            ;2;2;4;20140812;4
32419180;0219208             ;0;4;4;20140812;3
32419181;0212333             ;0;1;1;20140812;1
32419182;01A3022             ;0;1;1;20140812;1
32419183;0442447A            ;0;1;1;20140812;1
32419184;0431562A            ;1;1;2;20140812;2
32419185;0445402             ;0;1;1;20140812;1
32419186;01A8600             ;0;1;1;20140812;1
32419187;0438707             ;1;1;2;20140812;2
32419188;01A3591A            ;0;1;1;20140812;1
32419189;0323819             ;0;1;1;20140812;1
32419190;0434424A1           ;1;1;2;20140812;2
32419191;Y1-0546A            ;0;1;1;20140812;1
32419192;0217913             ;0;1;1;20140812;1
32419193;0217193             ;0;1;1;20140812;1
32419194;Y1-0204A            ;0;1;1;20140812;1
32419195;0217672B            ;5;3;8;20140812;4
